Zone,Date,Temperature,ReportType
C,4/3/2019,12.2,FM-15
C,4/3/2019,10,FM-15
C,4/3/2019,8.9,FM-15
C,4/3/2019,7.8,FM-15
C,4/3/2019,7.2,FM-15
C,4/3/2019,7.8,FM-15
C,4/4/2019,6.1,FM-15
C,4/4/2019,-5.3,SOD  
C,4/4/2019,6.7,FM-15
C,4/4/2019,3.9,FM-15
C,4/4/2019,6.1,FM-15
C,4/4/2019,5.6,FM-15
C,4/4/2019,6.7,FM-15
C,4/4/2019,6.7,FM-15
C,4/4/2019,6.7,FM-15
C,4/4/2019,6.7,FM-15
C,4/4/2019,8.3,FM-15
C,4/4/2019,9.4,FM-15
C,4/4/2019,10,FM-15
C,4/4/2019,12.2,FM-15
C,4/4/2019,12.2,FM-15
C,4/4/2019,11.7,FM-15
C,4/4/2019,9.4,FM-15
C,4/4/2019,9.4,FM-15
C,4/4/2019,8.9,FM-15
C,4/4/2019,8.3,FM-15
C,4/4/2019,7.2,FM-15
C,4/4/2019,7.2,FM-15
C,4/4/2019,7.2,FM-15
C,4/4/2019,7.2,FM-15
C,4/4/2019,7.2,FM-15
C,4/5/2019,6.1,FM-15
C,4/5/2019,-5.3,SOD  
C,4/5/2019,5.6,FM-15
C,4/5/2019,6.1,FM-15
C,4/5/2019,6.1,FM-15
C,4/5/2019,6.7,FM-15
C,4/5/2019,7.2,FM-15
C,4/5/2019,7.2,FM-15
C,4/5/2019,7.2,FM-15
C,4/5/2019,7.2,FM-15
C,4/5/2019,8.3,FM-15
C,4/5/2019,8.3,FM-16
C,4/5/2019,8.9,FM-15
C,4/5/2019,10,FM-15
C,4/5/2019,10.6,FM-16
C,4/5/2019,10.6,FM-15
D,4/1/2019,-1.7,FM-15
B,4/1/2019,-1.7,FM-15
D,4/1/2019,-5.3,SOD  
B,4/1/2019,-5.3,SOD  
D,4/1/2019,-5.3,SOM  
B,4/1/2019,-5.3,SOM  
D,4/1/2019,-2.2,FM-15
B,4/1/2019,-2.2,FM-15
D,4/1/2019,-2.8,FM-15
B,4/1/2019,-2.8,FM-15
D,4/1/2019,-3.9,FM-15
B,4/1/2019,-3.9,FM-15
D,4/1/2019,-3.9,FM-15
B,4/1/2019,-3.9,FM-15
D,4/1/2019,-3.9,FM-15
B,4/1/2019,-3.9,FM-15
D,4/1/2019,-3.9,FM-15
B,4/1/2019,-3.9,FM-15
D,4/1/2019,-3.9,FM-15
B,4/1/2019,-3.9,FM-15
D,4/1/2019,-1.7,FM-15
B,4/1/2019,-1.7,FM-15
D,4/1/2019,0,FM-15
B,4/1/2019,0,FM-15
D,4/1/2019,1.1,FM-15
B,4/1/2019,1.1,FM-15
D,4/1/2019,2.2,FM-15
B,4/1/2019,2.2,FM-15
D,4/1/2019,3.3,FM-15
B,4/1/2019,3.3,FM-15
D,4/1/2019,3.9,FM-15
B,4/1/2019,3.9,FM-15
D,4/1/2019,4.4,FM-15
B,4/1/2019,4.4,FM-15
D,4/1/2019,5,FM-15
B,4/1/2019,5,FM-15
D,4/1/2019,5.6,FM-15
B,4/1/2019,5.6,FM-15
D,4/1/2019,5.6,FM-15
B,4/1/2019,5.6,FM-15
D,4/1/2019,5.6,FM-15
B,4/1/2019,5.6,FM-15
D,4/1/2019,5,FM-15
B,4/1/2019,5,FM-15
D,4/1/2019,3.9,FM-15
B,4/1/2019,3.9,FM-15
D,4/1/2019,2.8,FM-15
B,4/1/2019,2.8,FM-15
D,4/1/2019,1.7,FM-15
B,4/1/2019,1.7,FM-15
D,4/1/2019,1.1,FM-15
B,4/1/2019,1.1,FM-15
D,4/2/2019,0.6,FM-15
B,4/2/2019,0.6,FM-15
D,4/2/2019,-5.3,SOD  
B,4/2/2019,-5.3,SOD  
D,4/2/2019,1.1,FM-15
B,4/2/2019,1.1,FM-15
D,4/2/2019,0.6,FM-15
B,4/2/2019,0.6,FM-15
D,4/2/2019,0.6,FM-15
B,4/2/2019,0.6,FM-15
D,4/2/2019,0,FM-15
B,4/2/2019,0,FM-15
D,4/2/2019,0.6,FM-15
B,4/2/2019,0.6,FM-15
D,4/2/2019,0,FM-15
B,4/2/2019,0,FM-15
D,4/2/2019,1.1,FM-15
B,4/2/2019,1.1,FM-15
D,4/2/2019,2.2,FM-15
B,4/2/2019,2.2,FM-15
D,4/2/2019,3.9,FM-15
B,4/2/2019,3.9,FM-15
D,4/2/2019,5.6,FM-15
B,4/2/2019,5.6,FM-15
D,4/2/2019,6.7,FM-15
B,4/2/2019,6.7,FM-15
D,4/2/2019,7.8,FM-15
B,4/2/2019,7.8,FM-15
D,4/2/2019,9.4,FM-15
B,4/2/2019,9.4,FM-15
D,4/2/2019,10.6,FM-15
B,4/2/2019,10.6,FM-15
D,4/2/2019,11.1,FM-15
B,4/2/2019,11.1,FM-15
D,4/2/2019,11.7,FM-15
B,4/2/2019,11.7,FM-15
D,4/2/2019,12.2,FM-15
B,4/2/2019,12.2,FM-15
D,4/2/2019,12.2,FM-15
B,4/2/2019,12.2,FM-15
D,4/2/2019,11.1,FM-15
B,4/2/2019,11.1,FM-15
D,4/2/2019,9.4,FM-15
B,4/2/2019,9.4,FM-15
D,4/2/2019,8.3,FM-15
B,4/2/2019,8.3,FM-15
D,4/2/2019,7.2,FM-15
B,4/2/2019,7.2,FM-15
D,4/2/2019,7.2,FM-15
B,4/2/2019,7.2,FM-15
D,4/3/2019,6.1,FM-15
B,4/3/2019,6.1,FM-15
D,4/3/2019,-5.3,SOD  
B,4/3/2019,-5.3,SOD  
D,4/3/2019,5,FM-15
B,4/3/2019,5,FM-15
D,4/3/2019,4.4,FM-15
B,4/3/2019,4.4,FM-15
D,4/3/2019,6.7,FM-15
B,4/3/2019,6.7,FM-15
D,4/3/2019,6.7,FM-15
B,4/3/2019,6.7,FM-15
D,4/3/2019,3.9,FM-15
B,4/3/2019,3.9,FM-15
D,4/3/2019,3.9,FM-15
B,4/3/2019,3.9,FM-15
D,4/3/2019,3.9,FM-15
B,4/3/2019,3.9,FM-15
D,4/3/2019,7.2,FM-15
B,4/3/2019,7.2,FM-15
D,4/3/2019,9.4,FM-15
B,4/3/2019,9.4,FM-15
D,4/3/2019,11.1,FM-15
B,4/3/2019,11.1,FM-15
D,4/3/2019,13.3,FM-15
B,4/3/2019,13.3,FM-15
D,4/3/2019,14.4,FM-15
B,4/3/2019,14.4,FM-15
D,4/3/2019,14.4,FM-15
B,4/3/2019,14.4,FM-15
D,4/3/2019,15.6,FM-15
B,4/3/2019,15.6,FM-15
D,4/3/2019,15.6,FM-15
B,4/3/2019,15.6,FM-15
D,4/3/2019,15.6,FM-15
B,4/3/2019,15.6,FM-15
D,4/3/2019,15,FM-15
B,4/3/2019,15,FM-15
D,4/3/2019,13.3,FM-15
B,4/3/2019,13.3,FM-15
D,4/3/2019,12.2,FM-15
B,4/3/2019,12.2,FM-15
D,4/3/2019,12.2,FM-15
B,4/3/2019,12.2,FM-15
D,4/3/2019,11.1,FM-15
B,4/3/2019,11.1,FM-15
D,4/3/2019,11.1,FM-15
B,4/3/2019,11.1,FM-15
D,4/3/2019,11.1,FM-15
B,4/3/2019,11.1,FM-15
D,4/4/2019,9.4,FM-15
B,4/4/2019,9.4,FM-15
D,4/4/2019,-5.3,SOD  
B,4/4/2019,-5.3,SOD  
D,4/4/2019,8.9,FM-15
B,4/4/2019,8.9,FM-15
D,4/4/2019,7.8,FM-15
B,4/4/2019,7.8,FM-15
D,4/4/2019,6.7,FM-15
B,4/4/2019,6.7,FM-15
D,4/4/2019,5.6,FM-15
B,4/4/2019,5.6,FM-15
D,4/4/2019,6.1,FM-15
B,4/4/2019,6.1,FM-15
D,4/4/2019,6.7,FM-15
B,4/4/2019,6.7,FM-15
D,4/4/2019,7.8,FM-15
B,4/4/2019,7.8,FM-15
D,4/4/2019,8.9,FM-15
B,4/4/2019,8.9,FM-15
D,4/4/2019,11.1,FM-15
B,4/4/2019,11.1,FM-15
D,4/4/2019,11.7,FM-15
B,4/4/2019,11.7,FM-15
D,4/4/2019,12.8,FM-15
B,4/4/2019,12.8,FM-15
D,4/4/2019,12.2,FM-15
B,4/4/2019,12.2,FM-15
D,4/4/2019,13.3,FM-15
B,4/4/2019,13.3,FM-15
D,4/4/2019,13.9,FM-15
B,4/4/2019,13.9,FM-15
D,4/4/2019,14.4,FM-15
B,4/4/2019,14.4,FM-15
C,4/5/2019,10.6,FM-15
C,4/5/2019,11.1,FM-15
C,4/5/2019,12.2,FM-15
C,4/5/2019,12.8,FM-15
C,4/5/2019,12.2,FM-15
C,4/5/2019,12.2,FM-15
C,4/5/2019,11.7,FM-15
C,4/5/2019,11.1,FM-15
C,4/5/2019,11.1,FM-15
C,4/5/2019,10.6,FM-15
C,4/5/2019,10,FM-15
C,4/6/2019,10,FM-15
C,4/6/2019,-5.3,SOD  
C,4/6/2019,10,FM-15
C,4/6/2019,9.4,FM-15
C,4/6/2019,9.4,FM-15
C,4/6/2019,10,FM-15
C,4/6/2019,9.4,FM-15
C,4/6/2019,9.4,FM-15
C,4/6/2019,9.4,FM-15
C,4/6/2019,10.6,FM-16
C,4/6/2019,10.6,FM-15
C,4/6/2019,13.3,FM-15
C,4/6/2019,15.6,FM-15
C,4/6/2019,17.8,FM-15
C,4/6/2019,18.3,FM-15
C,4/6/2019,18.3,FM-15
C,4/6/2019,18.3,FM-15
C,4/6/2019,18.9,FM-15
C,4/6/2019,18.9,FM-15
C,4/6/2019,20,FM-15
C,4/6/2019,17.2,FM-15
C,4/6/2019,17.2,FM-15
C,4/6/2019,14.4,FM-15
C,4/6/2019,15,FM-15
C,4/6/2019,13.9,FM-15
C,4/6/2019,11.1,FM-15
C,4/7/2019,11.7,FM-15
C,4/7/2019,-5.3,SOD  
C,4/7/2019,10,FM-15
C,4/7/2019,10,FM-15
C,4/7/2019,10,FM-15
C,4/7/2019,10.6,FM-15
C,4/7/2019,10,FM-15
C,4/7/2019,9.4,FM-15
C,4/7/2019,11.1,FM-15
C,4/7/2019,12.8,FM-15
C,4/7/2019,15,FM-15
C,4/7/2019,17.2,FM-15
C,4/7/2019,18.9,FM-15
C,4/7/2019,21.1,FM-15
C,4/7/2019,22.2,FM-15
C,4/7/2019,22.8,FM-15
C,4/7/2019,23.3,FM-15
C,4/7/2019,22.2,FM-15
C,4/7/2019,20.6,FM-15
C,4/7/2019,19.4,FM-15
C,4/7/2019,18.3,FM-15
C,4/7/2019,17.8,FM-15
C,4/7/2019,17.8,FM-16
C,4/7/2019,17.8,FM-15
C,4/7/2019,16.7,FM-16
C,4/7/2019,16.7,FM-15
C,4/7/2019,16.7,FM-16
C,4/7/2019,17,FM-16
D,4/29/2019,18.9,FM-15
B,4/29/2019,18.9,FM-15
D,4/29/2019,19.4,FM-15
B,4/29/2019,19.4,FM-15
D,4/29/2019,20.6,FM-15
B,4/29/2019,20.6,FM-15
D,4/29/2019,21.7,FM-15
B,4/29/2019,21.7,FM-15
D,4/29/2019,22.2,FM-15
B,4/29/2019,22.2,FM-15
D,4/29/2019,22.8,FM-15
B,4/29/2019,22.8,FM-15
D,4/29/2019,22.8,FM-15
B,4/29/2019,22.8,FM-15
D,4/29/2019,22.8,FM-15
B,4/29/2019,22.8,FM-15
D,4/29/2019,17.8,FM-16
B,4/29/2019,17.8,FM-16
D,4/29/2019,16.1,FM-15
B,4/29/2019,16.1,FM-15
D,4/29/2019,15,FM-15
B,4/29/2019,15,FM-15
D,4/29/2019,13.9,FM-15
B,4/29/2019,13.9,FM-15
D,4/30/2019,12.2,FM-15
B,4/30/2019,12.2,FM-15
D,4/30/2019,-5.3,SOD  
B,4/30/2019,-5.3,SOD  
D,4/30/2019,12,FM-16
B,4/30/2019,12,FM-16
D,4/30/2019,11.7,FM-15
B,4/30/2019,11.7,FM-15
D,4/30/2019,11.1,FM-15
B,4/30/2019,11.1,FM-15
D,4/30/2019,11.1,FM-15
B,4/30/2019,11.1,FM-15
D,4/30/2019,10.6,FM-15
B,4/30/2019,10.6,FM-15
D,4/30/2019,10,FM-15
B,4/30/2019,10,FM-15
D,4/30/2019,10,FM-15
B,4/30/2019,10,FM-15
D,4/30/2019,10,FM-15
B,4/30/2019,10,FM-15
D,4/30/2019,10.6,FM-15
B,4/30/2019,10.6,FM-15
D,4/30/2019,11.1,FM-15
B,4/30/2019,11.1,FM-15
D,4/30/2019,12.2,FM-15
B,4/30/2019,12.2,FM-15
D,4/30/2019,13.3,FM-16
B,4/30/2019,13.3,FM-16
D,4/30/2019,14,FM-16
B,4/30/2019,14,FM-16
D,4/30/2019,14.4,FM-15
B,4/30/2019,14.4,FM-15
D,4/30/2019,15,FM-15
B,4/30/2019,15,FM-15
D,4/30/2019,14.4,FM-16
B,4/30/2019,14.4,FM-16
D,4/30/2019,12,FM-16
B,4/30/2019,12,FM-16
D,4/30/2019,11.7,FM-15
B,4/30/2019,11.7,FM-15
D,4/30/2019,13.3,FM-16
B,4/30/2019,13.3,FM-16
D,4/30/2019,12.2,FM-15
B,4/30/2019,12.2,FM-15
D,4/30/2019,13.9,FM-15
B,4/30/2019,13.9,FM-15
D,4/30/2019,15,FM-15
B,4/30/2019,15,FM-15
D,4/30/2019,15,FM-15
B,4/30/2019,15,FM-15
D,4/30/2019,15,FM-15
B,4/30/2019,15,FM-15
D,4/30/2019,14.4,FM-15
B,4/30/2019,14.4,FM-15
D,4/30/2019,13.3,FM-15
B,4/30/2019,13.3,FM-15
D,4/30/2019,13.3,FM-15
B,4/30/2019,13.3,FM-15
D,4/30/2019,13.9,FM-15
B,4/30/2019,13.9,FM-15
D,4/30/2019,14.4,FM-15
B,4/30/2019,14.4,FM-15
A,4/1/2020,12.2,FM-15
A,4/1/2020,11.7,FM-15
A,4/1/2020,10.4,FM-15
A,4/1/2020,10,FM-15
A,4/1/2020,9.4,FM-15
A,4/1/2020,8.9,FM-15
A,4/1/2020,8.3,FM-15
A,4/1/2020,8.3,FM-16
A,4/1/2020,8.3,FM-15
A,4/1/2020,8,FM-16
A,4/1/2020,7.8,FM-15
A,4/1/2020,6.7,FM-15
A,4/1/2020,6.1,FM-16
A,4/1/2020,6.1,FM-15
A,4/1/2020,6.1,FM-16
A,4/1/2020,6.1,FM-15
A,4/1/2020,6.1,FM-15
A,4/1/2020,5.6,FM-15
A,4/1/2020,5.6,FM-15
A,4/1/2020,5.6,FM-16
A,4/1/2020,5.6,FM-15
A,4/1/2020,5.6,FM-16
A,4/1/2020,5.6,FM-15
A,4/1/2020,5.6,FM-16
A,4/1/2020,5.6,FM-15
A,4/1/2020,5.6,FM-15
A,4/1/2020,5,FM-15
A,4/1/2020,5,FM-16
A,4/1/2020,5,FM-15
A,4/1/2020,5,FM-16
A,4/1/2020,5,FM-15
A,4/1/2020,5,FM-15
A,4/1/2020,5,FM-15
A,4/1/2020,-5.3,SOD  
A,4/1/2020,-5.3,SOM  
A,4/2/2020,6.7,FM-15
A,4/2/2020,-5.3,SOD  
A,4/2/2020,5.6,FM-15
A,4/2/2020,5,FM-15
A,4/2/2020,4.4,FM-15
A,4/2/2020,4.4,FM-15
A,4/2/2020,4.4,FM-15
A,4/2/2020,4.4,FM-15
A,4/2/2020,5.6,FM-15
A,4/2/2020,7.2,FM-15
A,4/2/2020,8.9,FM-15
A,4/2/2020,10.6,FM-15
A,4/2/2020,11.7,FM-15
A,4/2/2020,13.3,FM-15
A,4/2/2020,14.4,FM-15
A,4/2/2020,14.4,FM-15
A,4/2/2020,15,FM-15
A,4/2/2020,15,FM-15
A,4/2/2020,13.9,FM-15
A,4/2/2020,13.3,FM-15
A,4/2/2020,12.8,FM-15
A,4/2/2020,12.8,FM-15
A,4/2/2020,12.2,FM-15
A,4/2/2020,11.1,FM-15
A,4/2/2020,11.1,FM-15
A,4/3/2020,10,FM-15
A,4/3/2020,-5.3,SOD  
A,4/3/2020,10.6,FM-15
A,4/3/2020,10.6,FM-15
A,4/3/2020,10.6,FM-15
A,4/3/2020,10,FM-15
A,4/3/2020,9.4,FM-15
A,4/3/2020,9.4,FM-15
A,4/3/2020,10.6,FM-15
A,4/3/2020,10.6,FM-15
A,4/3/2020,11.7,FM-15
A,4/3/2020,11.1,FM-15
A,4/3/2020,11.7,FM-15
A,4/3/2020,12.8,FM-15
A,4/3/2020,13.3,FM-15
A,4/3/2020,13.3,FM-15
A,4/3/2020,13.3,FM-15
A,4/3/2020,13.3,FM-15
A,4/3/2020,13.3,FM-15
A,4/3/2020,13.3,FM-15
A,4/3/2020,12.2,FM-15
A,4/3/2020,12.2,FM-15
A,4/3/2020,11.7,FM-15
A,4/3/2020,11.7,FM-16
A,4/24/2020,10.6,FM-16
A,4/24/2020,10.6,FM-16
A,4/24/2020,11,FM-16
A,4/24/2020,10.6,FM-15
A,4/24/2020,10.6,FM-16
A,4/24/2020,11.1,FM-15
A,4/24/2020,11.1,FM-16
A,4/24/2020,11.1,FM-16
A,4/24/2020,11.1,FM-15
A,4/24/2020,11.1,FM-16
A,4/24/2020,11.1,FM-15
A,4/24/2020,11.1,FM-15
A,4/24/2020,11.1,FM-15
A,4/24/2020,11.1,FM-16
A,4/24/2020,11.1,FM-16
A,4/24/2020,11.1,FM-16
A,4/24/2020,11.1,FM-15
A,4/24/2020,11.1,FM-16
A,4/24/2020,11.1,FM-16
A,4/24/2020,11.1,FM-16
A,4/24/2020,10.6,FM-16
A,4/24/2020,10.6,FM-16
A,4/24/2020,11,FM-16
A,4/24/2020,10.6,FM-15
A,4/24/2020,10.6,FM-16
A,4/24/2020,10.6,FM-15
A,4/24/2020,11.7,FM-15
A,4/24/2020,11.1,FM-15
A,4/24/2020,11,FM-16
A,4/24/2020,11.1,FM-15
A,4/24/2020,11.1,FM-15
A,4/24/2020,11.1,FM-16
A,4/24/2020,10.6,FM-16
A,4/24/2020,11,FM-16
A,4/24/2020,10.6,FM-15
A,4/24/2020,11,FM-16
A,4/24/2020,10.6,FM-15
A,4/24/2020,10.6,FM-16
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-15
A,4/24/2020,10.6,FM-16
A,4/24/2020,10.6,FM-16
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-15
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-15
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-15
A,4/24/2020,10,FM-15
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-15
A,4/24/2020,10,FM-15
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-16
A,4/24/2020,10,FM-15
A,4/25/2020,10,FM-16
A,4/25/2020,10,FM-16
A,4/25/2020,10,FM-15
A,4/25/2020,-5.3,SOD  
A,4/25/2020,10,FM-15
A,4/25/2020,9.4,FM-15
A,4/25/2020,8.3,FM-16
A,4/25/2020,7.8,FM-16
A,4/25/2020,8,FM-16
A,4/25/2020,7.8,FM-15
A,4/25/2020,8.3,FM-16
A,4/25/2020,7.2,FM-16
A,4/25/2020,5.6,FM-16
A,4/25/2020,5,FM-16
A,4/25/2020,5,FM-16
A,4/25/2020,5,FM-16
A,4/25/2020,5.6,FM-15
A,4/25/2020,5.6,FM-16
A,4/25/2020,6.1,FM-16
A,4/25/2020,6.1,FM-16
A,4/25/2020,6,FM-16
A,4/25/2020,6.1,FM-15
A,4/25/2020,5.6,FM-16
A,4/25/2020,6.1,FM-16
A,4/25/2020,6.1,FM-15
A,4/25/2020,6.7,FM-16
A,4/25/2020,7.2,FM-16
A,4/25/2020,7.2,FM-16
A,4/25/2020,7.8,FM-16
A,4/25/2020,8.3,FM-16
A,4/25/2020,9,FM-16
A,4/25/2020,8.9,FM-15
A,4/25/2020,12.2,FM-15
A,4/25/2020,13.9,FM-15
A,4/25/2020,15.6,FM-15
A,4/25/2020,15.6,FM-15
A,4/25/2020,15.6,FM-15
A,4/25/2020,16.7,FM-15
A,4/25/2020,15.6,FM-15
A,4/25/2020,15,FM-15
A,4/25/2020,13.9,FM-15
A,4/25/2020,12.2,FM-15
A,4/25/2020,10.6,FM-15
A,4/25/2020,10,FM-15
A,4/25/2020,10.6,FM-15
A,4/25/2020,10,FM-15
A,4/25/2020,10,FM-15
A,4/25/2020,10,FM-15
A,4/26/2020,10,FM-15
A,4/26/2020,-5.3,SOD  
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-15
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-15
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-15
A,4/26/2020,10,FM-15
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-15
A,4/26/2020,10,FM-16
A,4/26/2020,10.6,FM-15
A,4/26/2020,10.6,FM-15
A,4/26/2020,10.6,FM-15
A,4/26/2020,11.1,FM-15
A,4/26/2020,11.1,FM-16
A,4/26/2020,11.1,FM-16
A,4/26/2020,11.1,FM-15
A,4/26/2020,11.1,FM-16
A,4/26/2020,11.1,FM-16
A,4/26/2020,11.1,FM-16
A,4/26/2020,11.1,FM-15
A,4/26/2020,11.7,FM-16
A,4/26/2020,11.7,FM-15
A,4/26/2020,12.2,FM-16
A,4/26/2020,12,FM-16
A,4/26/2020,12.2,FM-15
A,4/26/2020,12.2,FM-16
A,4/26/2020,12.2,FM-15
A,4/26/2020,12.2,FM-16
A,4/26/2020,12.2,FM-15
A,4/26/2020,11.7,FM-15
A,4/26/2020,11,FM-16
A,4/26/2020,11.1,FM-15
A,4/26/2020,11.1,FM-16
A,4/26/2020,11.1,FM-16
A,4/26/2020,11.1,FM-16
A,4/26/2020,10.6,FM-16
A,4/26/2020,10.6,FM-16
A,4/26/2020,11,FM-16
A,4/26/2020,10.6,FM-15
A,4/26/2020,10.6,FM-16
A,4/26/2020,10,FM-15
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-16
A,4/26/2020,10,FM-15
A,4/26/2020,10,FM-15
A,4/26/2020,9,FM-16
A,4/26/2020,9.4,FM-15
A,4/26/2020,9.4,FM-16
A,4/26/2020,8.9,FM-15
A,4/27/2020,9,FM-16
A,4/27/2020,8.9,FM-15
A,4/27/2020,-5.3,SOD  
A,4/27/2020,8.9,FM-16
A,4/27/2020,8.3,FM-15
A,4/27/2020,7.8,FM-16
A,4/27/2020,7.8,FM-15
A,4/27/2020,7.2,FM-15
A,4/27/2020,7.2,FM-15
A,4/27/2020,6.7,FM-16
A,4/27/2020,6.7,FM-15
A,4/27/2020,6.1,FM-16
A,4/27/2020,6.1,FM-15
A,4/27/2020,6.1,FM-16
A,4/27/2020,6.1,FM-16
A,4/27/2020,6.1,FM-15
A,4/27/2020,6.1,FM-16
A,4/27/2020,6.7,FM-15
A,4/27/2020,7.2,FM-16
A,4/27/2020,7.2,FM-15
A,4/27/2020,7.2,FM-16
A,4/27/2020,7.2,FM-15
A,4/27/2020,7.8,FM-15
A,4/27/2020,8.3,FM-15
A,4/27/2020,8.9,FM-15
A,4/27/2020,9.4,FM-16
A,4/27/2020,10,FM-16
A,4/27/2020,11,FM-16
A,4/27/2020,10.6,FM-15
A,4/27/2020,10.6,FM-16
A,4/27/2020,11.7,FM-15
A,4/27/2020,11.7,FM-15
A,4/27/2020,11.7,FM-15
A,4/27/2020,11.1,FM-15
A,4/27/2020,10,FM-15
A,4/27/2020,10,FM-15
A,4/27/2020,10,FM-15
A,4/27/2020,8.9,FM-15
A,4/27/2020,8.9,FM-15
A,4/28/2020,6.7,FM-15
A,4/28/2020,-5.3,SOD  
A,4/28/2020,5.6,FM-15
A,4/28/2020,4.4,FM-15
A,4/28/2020,3.9,FM-15
A,4/28/2020,3.3,FM-15
A,4/28/2020,3.3,FM-15
A,4/28/2020,4.4,FM-15
A,4/28/2020,6.7,FM-15
A,4/28/2020,8.9,FM-15
A,4/28/2020,11.7,FM-15
A,4/28/2020,13.9,FM-15
A,4/28/2020,15.6,FM-15
A,4/28/2020,16.7,FM-15
A,4/28/2020,18.3,FM-15
A,4/28/2020,18.9,FM-15
A,4/3/2020,11.1,FM-16
A,4/3/2020,11.1,FM-15
A,4/3/2020,11.1,FM-16
A,4/3/2020,11,FM-16
A,4/3/2020,11.1,FM-15
A,4/4/2020,10.6,FM-15
A,4/4/2020,-2.8,SOD  
A,4/4/2020,11,FM-16
A,4/4/2020,10.6,FM-15
A,4/4/2020,10,FM-16
A,4/4/2020,10,FM-16
A,4/4/2020,10,FM-15
A,4/4/2020,10,FM-16
A,4/4/2020,10,FM-15
A,4/4/2020,10,FM-16
A,4/4/2020,10,FM-15
A,4/4/2020,9.4,FM-15
A,4/4/2020,8.9,FM-15
A,4/4/2020,8.9,FM-16
A,4/4/2020,8.9,FM-15
A,4/4/2020,8.9,FM-16
A,4/4/2020,9.4,FM-15
A,4/4/2020,10,FM-16
A,4/4/2020,10,FM-16
A,4/4/2020,10,FM-15
A,4/4/2020,9.4,FM-16
A,4/4/2020,9.4,FM-16
A,4/4/2020,10,FM-16
A,4/4/2020,10,FM-15
A,4/4/2020,9.4,FM-16
A,4/4/2020,9.4,FM-16
A,4/4/2020,11,FM-16
D,4/1/2020,5,FM-15
B,4/1/2020,5,FM-15
D,4/1/2020,5,FM-16
B,4/1/2020,5,FM-16
D,4/1/2020,5,FM-15
B,4/1/2020,5,FM-15
D,4/1/2020,5,FM-16
B,4/1/2020,5,FM-16
D,4/1/2020,4.4,FM-16
B,4/1/2020,4.4,FM-16
D,4/1/2020,4.4,FM-15
B,4/1/2020,4.4,FM-15
D,4/1/2020,4.4,FM-16
B,4/1/2020,4.4,FM-16
D,4/1/2020,4.4,FM-15
B,4/1/2020,4.4,FM-15
D,4/1/2020,4.4,FM-15
B,4/1/2020,4.4,FM-15
D,4/1/2020,4.4,FM-16
B,4/1/2020,4.4,FM-16
D,4/1/2020,4.4,FM-15
B,4/1/2020,4.4,FM-15
D,4/1/2020,5,FM-15
B,4/1/2020,5,FM-15
D,4/1/2020,5.6,FM-16
B,4/1/2020,5.6,FM-16
D,4/1/2020,5.6,FM-15
B,4/1/2020,5.6,FM-15
D,4/1/2020,6.1,FM-15
B,4/1/2020,6.1,FM-15
D,4/1/2020,6.7,FM-15
B,4/1/2020,6.7,FM-15
D,4/1/2020,7.2,FM-15
B,4/1/2020,7.2,FM-15
D,4/1/2020,7.8,FM-16
B,4/1/2020,7.8,FM-16
D,4/1/2020,7.8,FM-15
B,4/1/2020,7.8,FM-15
D,4/1/2020,8.3,FM-15
B,4/1/2020,8.3,FM-15
D,4/1/2020,10,FM-15
B,4/1/2020,10,FM-15
D,4/1/2020,10,FM-15
B,4/1/2020,10,FM-15
D,4/1/2020,9.4,FM-15
B,4/1/2020,9.4,FM-15
D,4/1/2020,9.4,FM-16
B,4/1/2020,9.4,FM-16
D,4/1/2020,9.4,FM-15
B,4/1/2020,9.4,FM-15
D,4/1/2020,8.3,FM-15
B,4/1/2020,8.3,FM-15
D,4/1/2020,8.3,FM-15
B,4/1/2020,8.3,FM-15
D,4/1/2020,8.3,FM-15
B,4/1/2020,8.3,FM-15
D,4/1/2020,7.2,FM-15
B,4/1/2020,7.2,FM-15
D,4/1/2020,7.2,FM-15
B,4/1/2020,7.2,FM-15
D,4/1/2020,7.2,FM-15
B,4/1/2020,7.2,FM-15
D,4/2/2020,6.1,FM-15
B,4/2/2020,6.1,FM-15
D,4/2/2020,-2.8,SOD  
B,4/2/2020,-2.8,SOD  
D,4/2/2020,6.1,FM-15
B,4/2/2020,6.1,FM-15
D,4/2/2020,5,FM-15
B,4/2/2020,5,FM-15
D,4/2/2020,3.9,FM-15
B,4/2/2020,3.9,FM-15
D,4/2/2020,3.3,FM-15
B,4/2/2020,3.3,FM-15
